date,campaign_name,channel,segment,impressions,clicks,conversions,spend,revenue,orders
2025-01-05,Holiday_Sale_Prospecting,Facebook_Ads,New_Customers,110480,2959,83,1710.15,8403.86,83
2025-01-05,Holiday_Sale_Retargeting,Facebook_Ads,Retargeting,39172,1658,109,1209.17,12953.97,109
2025-01-05,Product_Launch_Awareness,Facebook_Ads,New_Customers,70931,1707,31,1062.95,3046.41,31
2025-01-05,Brand_Search,Google_Ads,New_Customers,14658,769,99,718.43,11296.85,99
2025-01-05,Shopping_Campaigns,Google_Ads,New_Customers,64572,1693,53,1279.21,5469.37,53
2025-01-05,Dynamic_Remarketing,Google_Ads,Retargeting,40277,1605,88,1355.19,10768.41,88
2025-01-05,Influencer_Collab_Video,TikTok_Ads,New_Customers,223984,4840,49,2495.53,4597.87,49
2025-01-05,UGC_Content_Campaign,TikTok_Ads,New_Customers,194425,3785,47,2086.51,4721.76,47
2025-01-05,Weekly_Newsletter,Email,Loyalty,,12002,269,212.83,29054.7,269
2025-01-05,Abandoned_Cart_Sequence,Email,Retargeting,,1788,64,15.73,8162.73,64
